resion code,Time,Temperature,Humidity,Insolation
143,2025-10-14 13:00,18.5,93,0.48
143,2025-10-14 14:00,18.8,89,0.61
143,2025-10-14 15:00,19.2,88,0.41
143,2025-10-14 16:00,19.5,84,0.44
143,2025-10-14 17:00,19.4,85,0.13
143,2025-10-14 18:00,19.2,88,0.04
143,2025-10-14 19:00,18.9,90,
143,2025-10-14 20:00,18.8,92,
143,2025-10-14 21:00,18.6,92,
143,2025-10-14 22:00,18.6,91,
143,2025-10-14 23:00,18.6,89,
143,2025-10-15 00:00,18.5,89,
143,2025-10-15 01:00,18.3,88,
143,2025-10-15 02:00,17.6,90,
143,2025-10-15 03:00,16.7,93,
143,2025-10-15 04:00,16.2,95,
143,2025-10-15 05:00,15.7,96,
143,2025-10-15 06:00,15.4,96,
143,2025-10-15 07:00,15.3,97,0.02
143,2025-10-15 08:00,17.3,94,0.44
143,2025-10-15 09:00,18.6,87,0.65
143,2025-10-15 10:00,20.7,76,1.54
143,2025-10-15 11:00,22,72,1.56
143,2025-10-15 12:00,22.8,69,2.01
143,2025-10-15 13:00,22.4,68,1.26
143,2025-10-15 14:00,21.8,71,0.87
143,2025-10-15 15:00,21.9,70,0.65
143,2025-10-15 16:00,21.7,71,0.59
143,2025-10-15 17:00,21.4,73,0.38
143,2025-10-15 18:00,20.9,76,0.09
143,2025-10-15 19:00,20.7,77,
143,2025-10-15 20:00,20.6,79,
143,2025-10-15 21:00,20.2,81,
143,2025-10-15 22:00,19.9,84,
143,2025-10-15 23:00,19.7,85,
143,2025-10-16 00:00,19.6,86,
143,2025-10-16 01:00,19.4,87,
143,2025-10-16 02:00,19.2,89,
143,2025-10-16 03:00,19.2,90,
143,2025-10-16 04:00,18.7,94,
143,2025-10-16 05:00,18.4,96,
143,2025-10-16 06:00,18.4,96,
143,2025-10-16 07:00,18.5,96,0
143,2025-10-16 08:00,19,96,0.11
143,2025-10-16 09:00,19.7,92,0.45
143,2025-10-16 10:00,20.6,86,0.51
143,2025-10-16 11:00,21.3,82,0.63
143,2025-10-16 12:00,22.3,77,1.34
143,2025-10-16 13:00,23.7,71,1.6
143,2025-10-16 14:00,22.4,80,0.98
143,2025-10-16 15:00,20.9,84,0.23
143,2025-10-16 16:00,20.1,89,0.15
143,2025-10-16 17:00,20,86,0.12
143,2025-10-16 18:00,19.9,85,0.04
143,2025-10-16 19:00,19.3,82,
143,2025-10-16 20:00,18.5,86,
143,2025-10-16 21:00,18.5,82,
143,2025-10-16 22:00,18.3,84,
143,2025-10-16 23:00,18.1,84,
143,2025-10-17 00:00,17.5,85,
143,2025-10-17 01:00,17.4,88,
143,2025-10-17 02:00,17.6,89,
143,2025-10-17 03:00,16.8,91,
143,2025-10-17 04:00,16.6,94,
143,2025-10-17 05:00,16.3,95,
143,2025-10-17 06:00,16.1,95,
143,2025-10-17 07:00,16.1,95,0.02
143,2025-10-17 08:00,18.1,87,0.45
143,2025-10-17 09:00,20.5,74,1.06
143,2025-10-17 10:00,21,72,1.27
143,2025-10-17 11:00,21.5,71,0.97
143,2025-10-17 12:00,22.1,66,1.43
143,2025-10-17 13:00,22.8,64,1.47
143,2025-10-17 14:00,23.3,61,1.86
143,2025-10-17 15:00,22.8,61,1.2
143,2025-10-17 16:00,22.1,65,0.75
143,2025-10-17 17:00,21.5,67,0.25
143,2025-10-17 18:00,20.8,69,0.04
143,2025-10-17 19:00,20.5,69,
143,2025-10-17 20:00,20.2,69,
143,2025-10-17 21:00,19.5,74,
143,2025-10-17 22:00,19.1,77,
143,2025-10-17 23:00,18.7,84,
